city_id,hexagon_id9,job_count,cancellation_rate_pct,msg.city_id,msg.map_id,msg.currency_code,msg.earnings_heatmap_type,msg.predictions.hexagon_id_9,msg.predictions.predicted_eph,msg.predictions.predicted_std,msg.predictions.in_final_heatmap,hex_score
1,891232974882acc,1,4.48,1,map-1,EUR,supply_demand,891232974882acc,8.0,3.96,True,0.2966898891270261
1,891232f139f1599,1,4.63,1,map-1,EUR,supply_demand,891232f139f1599,24.33,4.43,True,1.32325886102634
1,89123b302a64ce2,1,4.61,1,map-1,EUR,supply_demand,89123b302a64ce2,15.76,3.49,True,1.0323568416342221
1,891242295be19da,1,5.83,1,map-1,EUR,supply_demand,891242295be19da,14.69,1.3,True,2.945626828421687
1,891267d4916fee2,1,3.59,1,map-1,EUR,supply_demand,891267d4916fee2,16.28,3.6,True,1.1362957259269086
1,89128630f8d171a,1,7.88,1,map-1,EUR,supply_demand,89128630f8d171a,23.64,3.09,True,1.645774324414614
1,8912b92480c1abc,1,3.68,1,map-1,EUR,supply_demand,8912b92480c1abc,26.89,1.97,True,3.865551215339513
1,8912c220d09a621,1,4.15,1,map-1,EUR,supply_demand,8912c220d09a621,14.28,2.32,True,1.5701803643227958
1,8912cead231dc3a,1,2.34,1,map-1,EUR,supply_demand,8912cead231dc3a,17.12,5.43,True,0.8504856155123244
1,89131bab50da3bd,1,3.86,1,map-1,EUR,supply_demand,89131bab50da3bd,26.39,2.55,True,2.857334100933689
1,891386a6ac0fc1d,1,2.36,1,map-1,EUR,supply_demand,891386a6ac0fc1d,23.12,4.78,True,1.353675157650541
1,89138a1a8ee7236,1,2.91,1,map-1,EUR,supply_demand,89138a1a8ee7236,28.7,5.21,True,1.5002202897413834
1,8913a252904bcd2,1,4.09,1,map-1,EUR,supply_demand,8913a252904bcd2,29.45,1.47,True,5.739829429173218
1,8913c6b8e72c7d4,1,3.35,1,map-1,EUR,supply_demand,8913c6b8e72c7d4,26.4,2.57,True,2.885340299259513
1,891475f865560df,1,2.27,1,map-1,EUR,supply_demand,891475f865560df,10.2,3.87,True,0.7023269062160018
1,8914880cd3c6757,1,2.18,1,map-1,EUR,supply_demand,8914880cd3c6757,21.17,1.46,True,4.270626456661975
1,8914baf8aa08245,1,4.25,1,map-1,EUR,supply_demand,8914baf8aa08245,24.75,2.31,True,2.927913758932628
1,8914dff426b1caf,1,3.49,1,map-1,EUR,supply_demand,8914dff426b1caf,16.98,4.83,True,0.8442876028494286
1,8914e1334e73b84,1,6.8,1,map-1,EUR,supply_demand,8914e1334e73b84,20.94,2.51,True,1.9614172836068704
1,89154552ea4334d,1,5.4,1,map-1,EUR,supply_demand,89154552ea4334d,26.07,3.85,True,1.6300574798969127
1,8915478373ae05c,1,3.11,1,map-1,EUR,supply_demand,8915478373ae05c,25.77,3.06,True,2.3540991987035698
1,89156137d220423,1,1.19,1,map-1,EUR,supply_demand,89156137d220423,13.17,4.43,True,0.9115028239509534
1,89156bcc44ca87d,1,4.32,1,map-1,EUR,supply_demand,89156bcc44ca87d,25.23,3.34,True,1.9727964222895382
1,8915d2865f01f28,1,2.86,1,map-1,EUR,supply_demand,8915d2865f01f28,20.83,3.51,True,1.6329708092341049
1,8915eca17f4e9eb,1,3.78,1,map-1,EUR,supply_demand,8915eca17f4e9eb,24.82,5.02,True,1.2438960729114639
1,891679916ee26b3,1,3.67,1,map-1,EUR,supply_demand,891679916ee26b3,23.35,4.86,True,1.2129871642276828
1,8916e5ebfd01e49,1,2.09,1,map-1,EUR,supply_demand,8916e5ebfd01e49,17.7,4.75,True,1.0475239376078833
1,8916feca942bed6,1,1.19,1,map-1,EUR,supply_demand,8916feca942bed6,24.74,2.62,True,2.8524527823626196
1,89171ca70ac3b48,1,2.82,1,map-1,EUR,supply_demand,89171ca70ac3b48,24.33,5.22,True,1.2549050303120668
1,8917b354d7ca397,1,1.88,1,map-1,EUR,supply_demand,8917b354d7ca397,18.75,3.04,True,1.8009577748197723
1,89180ca1597cf8c,1,2.78,1,map-1,EUR,supply_demand,89180ca1597cf8c,18.66,1.75,True,3.059484751051809
1,89189ad96e76fd0,1,2.17,1,map-1,EUR,supply_demand,89189ad96e76fd0,30.24,2.82,True,3.138649571920451
1,8919099b5b97b3b,1,1.19,1,map-1,EUR,supply_demand,8919099b5b97b3b,26.26,2.43,True,3.261603410608296
1,8919116b00b34cf,1,3.76,1,map-1,EUR,supply_demand,8919116b00b34cf,14.9,4.77,True,0.6997361578925505
1,8919aca3f5f4ef3,1,2.97,1,map-1,EUR,supply_demand,8919aca3f5f4ef3,25.71,2.74,True,2.6565919124030555
1,8919eb8c2a35840,2,2.93,1,map-1,EUR,supply_demand,8919eb8c2a35840,27.43,3.23,True,2.4743996875549126
1,891b04625f0d597,1,2.43,1,map-1,EUR,supply_demand,891b04625f0d597,26.07,1.66,True,4.607072381025878
1,891b169737d6142,1,3.32,1,map-1,EUR,supply_demand,891b169737d6142,20.65,5.44,True,0.9454159914821072
1,891b646cdfadb82,1,1.48,1,map-1,EUR,supply_demand,891b646cdfadb82,17.76,3.57,True,1.4830659928524497
1,891baa7b6366243,1,5.43,1,map-1,EUR,supply_demand,891baa7b6366243,22.12,3.08,True,1.7501741911299256
1,891bc45017307dc,1,4.7,1,map-1,EUR,supply_demand,891bc45017307dc,16.33,3.89,True,0.9280121457822434
1,891be298738afbc,1,6.68,1,map-1,EUR,supply_demand,891be298738afbc,20.11,4.46,True,0.8233197157778455
1,891c3a45dd79a19,1,5.49,1,map-1,EUR,supply_demand,891c3a45dd79a19,21.94,1.87,True,3.109413650131126
1,891c862e3d8cab8,1,3.23,1,map-1,EUR,supply_demand,891c862e3d8cab8,19.72,3.07,True,1.7426646390321183
1,891cb46e113bfa4,1,6.7,1,map-1,EUR,supply_demand,891cb46e113bfa4,26.24,2.14,True,3.1471323900825703
1,891cc2e6d3dab3b,1,5.42,1,map-1,EUR,supply_demand,891cc2e6d3dab3b,21.27,3.89,True,1.2369889115979849
1,891cc45e4d3f930,1,5.25,1,map-1,EUR,supply_demand,891cc45e4d3f930,14.44,3.69,True,0.7876128577966987
1,891cc6648135baf,1,3.46,1,map-1,EUR,supply_demand,891cc6648135baf,16.51,1.64,True,2.8127495457948495
1,891cd4bd8e3a346,1,1.19,1,map-1,EUR,supply_demand,891cd4bd8e3a346,8.0,2.23,True,1.09586213735293
1,891cdbb93d383b5,1,5.05,1,map-1,EUR,supply_demand,891cdbb93d383b5,35.0,5.01,True,1.7294374010205789
1,891cfccc6b2854a,1,2.37,1,map-1,EUR,supply_demand,891cfccc6b2854a,28.88,2.84,True,2.952332587272851
1,891d132706d5cd2,1,5.31,1,map-1,EUR,supply_demand,891d132706d5cd2,23.27,2.48,True,2.422547655903029
1,891d24865ac63d4,1,4.29,1,map-1,EUR,supply_demand,891d24865ac63d4,18.89,1.49,True,3.5129825882239674
1,891d2fc9f3e56b9,1,1.19,1,map-1,EUR,supply_demand,891d2fc9f3e56b9,24.35,4.61,True,1.6042277908628881
1,891d56f64559171,1,4.07,1,map-1,EUR,supply_demand,891d56f64559171,20.0,2.95,True,1.7655270517399155
1,891db18325c24e8,1,4.82,1,map-1,EUR,supply_demand,891db18325c24e8,20.35,2.64,True,1.9691285601653512
1,891dd5182a787ed,1,1.19,1,map-1,EUR,supply_demand,891dd5182a787ed,18.93,3.99,True,1.4429373500699052
1,891e02ec8e411d9,1,4.39,1,map-1,EUR,supply_demand,891e02ec8e411d9,10.99,5.17,True,0.33734691430976893
1,891ef41ad055df6,1,1.19,1,map-1,EUR,supply_demand,891ef41ad055df6,16.92,3.59,True,1.4335566188620776
1,891f596603c59c5,1,2.71,1,map-1,EUR,supply_demand,891f596603c59c5,25.17,2.85,True,2.5171021906829525
1,892000aab959745,1,2.05,1,map-1,EUR,supply_demand,892000aab959745,18.05,4.3,True,1.1929314688324466
1,89203b0e443eca6,1,4.66,1,map-1,EUR,supply_demand,89203b0e443eca6,19.36,3.6,True,1.2859623212972986
1,8920b8e7f95b083,1,4.4,1,map-1,EUR,supply_demand,8920b8e7f95b083,29.07,1.66,True,4.952240729117235
1,8920c76127d331e,1,4.58,1,map-1,EUR,supply_demand,8920c76127d331e,20.99,4.8,True,0.9925041628047544
1,89211224f353cc2,1,3.38,1,map-1,EUR,supply_demand,89211224f353cc2,27.96,4.35,True,1.7289048548992492
1,89214e61e649676,1,4.37,1,map-1,EUR,supply_demand,89214e61e649676,21.88,5.36,True,0.9262560733085117
1,89218e77c33f1bf,1,5.93,1,map-1,EUR,supply_demand,89218e77c33f1bf,27.7,5.42,True,1.078839485335227
1,8921930dd2fbbc0,1,5.8,1,map-1,EUR,supply_demand,8921930dd2fbbc0,20.93,3.02,True,1.6377678205032522
1,8921df62e8845d5,1,3.8,1,map-1,EUR,supply_demand,8921df62e8845d5,26.14,3.32,True,2.1206769174229887
1,892207267ec4cb7,1,4.76,1,map-1,EUR,supply_demand,892207267ec4cb7,25.56,3.39,True,1.9245756715260787
1,892233de6598b95,1,1.19,1,map-1,EUR,supply_demand,892233de6598b95,28.05,1.43,True,5.9042407056145985
1,89225ea4f4a86fd,1,5.56,1,map-1,EUR,supply_demand,89225ea4f4a86fd,9.72,4.33,True,0.2560703891279352
1,89228340cd61c57,1,1.85,1,map-1,EUR,supply_demand,89228340cd61c57,10.04,1.67,True,1.757221170488196
1,8922ad82041caa9,1,3.11,1,map-1,EUR,supply_demand,8922ad82041caa9,21.95,5.19,True,1.0964153188122043
1,8922e2b5ac60a1b,1,1.71,1,map-1,EUR,supply_demand,8922e2b5ac60a1b,22.18,3.76,True,1.7373098165161431
1,892357176cfd47f,1,1.66,1,map-1,EUR,supply_demand,892357176cfd47f,29.56,2.59,True,3.3965663380668527
1,89238089fae4915,1,4.93,1,map-1,EUR,supply_demand,89238089fae4915,18.04,5.35,True,0.6572180320767375
1,8923a13a9eda139,1,3.8,1,map-1,EUR,supply_demand,8923a13a9eda139,18.64,4.71,True,0.9458903305364276
1,8924064875d1c91,1,5.18,1,map-1,EUR,supply_demand,8924064875d1c91,23.7,4.03,True,1.3848969884029187
1,8924134d0b51ba8,1,1.41,1,map-1,EUR,supply_demand,8924134d0b51ba8,21.86,4.67,True,1.401911790655382
1,89246dcf03f0c88,1,4.69,1,map-1,EUR,supply_demand,89246dcf03f0c88,21.5,3.05,True,1.7843828411108726
1,8924bebb305fc17,1,2.81,1,map-1,EUR,supply_demand,8924bebb305fc17,13.15,3.75,True,0.9096291555787305
1,8924cdbca5718c0,1,2.57,1,map-1,EUR,supply_demand,8924cdbca5718c0,13.6,1.36,True,2.881627230231258
1,89257ad6c467f37,1,3.31,1,map-1,EUR,supply_demand,89257ad6c467f37,19.12,1.5,True,3.6316268867803556
1,8926059a28e0d3c,1,5.86,1,map-1,EUR,supply_demand,8926059a28e0d3c,22.53,5.08,True,0.8831409852238887
1,89263acbca0ef34,1,6.19,1,map-1,EUR,supply_demand,89263acbca0ef34,11.83,3.49,True,0.5365345888612288
1,8926c7f25402efd,1,5.45,1,map-1,EUR,supply_demand,8926c7f25402efd,28.71,3.87,True,1.8192102563753427
1,8926e4545967ace,1,2.22,1,map-1,EUR,supply_demand,8926e4545967ace,35.0,1.91,True,5.4140087568558
1,892757f65ae5a93,1,5.21,1,map-1,EUR,supply_demand,892757f65ae5a93,27.36,4.55,True,1.4215850835942643
1,8927d77d7469e2b,1,3.51,1,map-1,EUR,supply_demand,8927d77d7469e2b,20.98,1.45,True,4.128316097707395
1,8928139e630937b,1,5.29,1,map-1,EUR,supply_demand,8928139e630937b,30.9,2.95,True,2.7520012522571355
1,8928a6bde5737e4,1,1.99,1,map-1,EUR,supply_demand,8928a6bde5737e4,23.66,1.76,True,3.9725816901163906
1,8928b65997a7657,1,3.27,1,map-1,EUR,supply_demand,8928b65997a7657,24.17,3.36,True,1.9696645081253608
1,89291c9af6791a3,1,4.84,1,map-1,EUR,supply_demand,89291c9af6791a3,15.48,3.52,True,0.9739472431239757
1,8929299edf7ff43,1,3.05,1,map-1,EUR,supply_demand,8929299edf7ff43,17.24,4.78,True,0.91563757795129
1,8929a59053a1c2a,1,6.7,1,map-1,EUR,supply_demand,8929a59053a1c2a,15.08,4.27,True,0.528113965506713
1,892a06c1a4018bd,1,4.07,1,map-1,EUR,supply_demand,892a06c1a4018bd,22.79,1.37,True,4.722136742311036
1,892a4fe05124c49,1,5.76,1,map-1,EUR,supply_demand,892a4fe05124c49,23.62,2.66,True,2.2265382090786154
1,892a5627298491e,1,4.27,1,map-1,EUR,supply_demand,892a5627298491e,26.74,5.19,True,1.2572938781804968
1,892ac8d9c235fea,1,1.19,1,map-1,EUR,supply_demand,892ac8d9c235fea,21.95,3.62,True,1.8386897070898147
1,892b03b186242dc,1,2.23,1,map-1,EUR,supply_demand,892b03b186242dc,19.73,5.45,True,1.00168428270743
1,892b0a3f11108fa,1,2.46,1,map-1,EUR,supply_demand,892b0a3f11108fa,31.32,4.52,True,1.9713900381561036
1,892b879d4b6d7b3,1,2.04,1,map-1,EUR,supply_demand,892b879d4b6d7b3,22.15,4.05,True,1.5753697717316593
1,892bb9183673076,1,3.38,1,map-1,EUR,supply_demand,892bb9183673076,22.35,3.65,True,1.6376152341980716
1,892c111de535d03,1,3.7,1,map-1,EUR,supply_demand,892c111de535d03,17.2,1.86,True,2.5428214929979793
1,892c2504979d952,1,3.13,1,map-1,EUR,supply_demand,892c2504979d952,27.07,5.48,True,1.307563472255413
1,892c4fdefc35304,1,7.26,1,map-1,EUR,supply_demand,892c4fdefc35304,11.05,2.52,True,0.7281051045740252
1,892c5a52e30b63f,1,3.23,1,map-1,EUR,supply_demand,892c5a52e30b63f,25.24,1.37,True,5.342632701073108
1,892d15b56ad9f32,1,4.1,1,map-1,EUR,supply_demand,892d15b56ad9f32,15.63,2.62,True,1.518323409511236
1,892d7024b4bb352,1,1.9,1,map-1,EUR,supply_demand,892d7024b4bb352,23.85,1.86,True,3.79540156150332
1,892dc27b7dd7931,1,2.7,1,map-1,EUR,supply_demand,892dc27b7dd7931,21.99,1.32,True,4.866352922685104
1,892dde952f155de,1,3.44,1,map-1,EUR,supply_demand,892dde952f155de,14.58,1.56,True,2.5984737926220167
1,892e0d64e34521f,1,2.29,1,map-1,EUR,supply_demand,892e0d64e34521f,23.48,5.29,True,1.2411981825073108
1,892e5dc26539cb6,1,5.05,1,map-1,EUR,supply_demand,892e5dc26539cb6,17.45,3.47,True,1.1422745344851593
1,892e65042aa1363,1,1.55,1,map-1,EUR,supply_demand,892e65042aa1363,20.76,3.82,True,1.6139955014611869
1,892e91cd8bb1978,1,5.18,1,map-1,EUR,supply_demand,892e91cd8bb1978,31.05,1.4,True,6.274196112135793
1,892ef26ee54b052,1,4.16,1,map-1,EUR,supply_demand,892ef26ee54b052,26.27,4.15,True,1.6216651230913413
1,892f1c8d0263fd0,1,6.11,1,map-1,EUR,supply_demand,892f1c8d0263fd0,19.98,1.32,True,4.068535086941041
1,892f645b18d4201,1,5.25,1,map-1,EUR,supply_demand,892f645b18d4201,20.95,4.46,True,1.0228219452616503
1,892f65b4f24b251,1,5.47,1,map-1,EUR,supply_demand,892f65b4f24b251,32.92,4.51,True,1.7814293940277408
1,892fcaa6f77b31a,1,6.5,1,map-1,EUR,supply_demand,892fcaa6f77b31a,13.39,3.72,True,0.5684678555102635
1,892ff18efba0a4b,1,1.8,1,map-1,EUR,supply_demand,892ff18efba0a4b,19.04,4.53,True,1.2195563100795666
1,89300ac48a460ba,1,1.19,1,map-1,EUR,supply_demand,89300ac48a460ba,31.94,4.45,True,2.172887379200092
1,893014f8fba406b,1,3.07,1,map-1,EUR,supply_demand,893014f8fba406b,22.02,5.11,True,1.1243884786248965
1,893025403329c66,1,3.99,1,map-1,EUR,supply_demand,893025403329c66,27.09,1.48,True,5.2308419420494845
1,8930686e4279545,1,3.69,1,map-1,EUR,supply_demand,8930686e4279545,15.08,2.97,True,1.2928612464716487
1,893088763a5eefd,1,5.83,1,map-1,EUR,supply_demand,893088763a5eefd,17.22,1.58,True,2.825247619897948
1,89316bffc95e79d,1,4.97,1,map-1,EUR,supply_demand,89316bffc95e79d,19.65,2.13,True,2.4092337705700477
1,89317907a538bf8,1,8.09,1,map-1,EUR,supply_demand,89317907a538bf8,17.71,4.19,True,0.5976482265609647
1,8931fcbc04d4ff1,1,1.19,1,map-1,EUR,supply_demand,8931fcbc04d4ff1,16.56,3.02,True,1.6646620039819993
1,89321c827608b44,1,3.56,1,map-1,EUR,supply_demand,89321c827608b44,15.56,3.49,True,1.120164869482925
1,89323c7a5f53d4b,1,2.34,1,map-1,EUR,supply_demand,89323c7a5f53d4b,22.96,1.36,True,4.969331594419225
1,893246115d5d6f6,1,6.03,1,map-1,EUR,supply_demand,893246115d5d6f6,20.67,1.86,True,2.8694986114511423
1,89326481f81f0f7,1,2.81,1,map-1,EUR,supply_demand,89326481f81f0f7,24.06,1.51,True,4.637758720794582
1,8932a05296e3f67,1,2.34,1,map-1,EUR,supply_demand,8932a05296e3f67,23.5,2.27,True,3.01035494019767
1,8932b2aae8b946d,1,4.9,1,map-1,EUR,supply_demand,8932b2aae8b946d,22.56,4.71,True,1.085571806187919
1,8932f32af06f1db,1,4.99,1,map-1,EUR,supply_demand,8932f32af06f1db,24.13,4.95,True,1.1020533830970498
1,8932f81ea89943c,1,4.03,1,map-1,EUR,supply_demand,8932f81ea89943c,27.19,2.78,True,2.6698010425250804
1,89331eb8d16fe70,1,3.29,1,map-1,EUR,supply_demand,89331eb8d16fe70,25.67,4.3,True,1.6005592521748226
1,8933d4678031448,1,5.36,1,map-1,EUR,supply_demand,8933d4678031448,21.47,2.83,True,1.8786003633307424
1,8934ccad83aab0e,1,1.19,1,map-1,EUR,supply_demand,8934ccad83aab0e,27.84,4.71,True,1.7928774672695196
1,8934fc22e15fdb3,1,5.95,1,map-1,EUR,supply_demand,8934fc22e15fdb3,24.39,4.24,True,1.2693365762753994
1,89351ad636f8ae5,1,1.19,1,map-1,EUR,supply_demand,89351ad636f8ae5,15.36,1.87,True,2.4837992413687777
1,893537a36b48a01,1,4.99,1,map-1,EUR,supply_demand,893537a36b48a01,19.27,4.67,True,0.8775306699661145
1,89354065b658ca1,1,4.01,1,map-1,EUR,supply_demand,89354065b658ca1,20.79,2.53,True,2.202845853022496
1,89356e5d93d61e4,1,3.28,1,map-1,EUR,supply_demand,89356e5d93d61e4,24.22,2.22,True,3.0836009347734756
1,8935c8497b243be,1,4.89,1,map-1,EUR,supply_demand,8935c8497b243be,20.34,4.57,True,0.9848589032390201
1,8935c99d294e33f,1,4.44,1,map-1,EUR,supply_demand,8935c99d294e33f,24.13,3.62,True,1.694352640608341
